Observation_id,Behaviour,Modifier,Phase,Behaviour_duration_by_Phase
Kendo_PRF_09112022_0932,Vig,Short Neck,Silence_1,30
Kendo_PRF_09112022_0932,Vig,Mid neck,Silence_2,6
Koarl_FC_14102022_1035,Eat,With kin,Dishabituation,100
Koarl_FC_14102022_1035,Mov,Away from speaker,Dishabituation,29
Koarl_FC_14102022_1035,Vig,Long neck,Dishabituation,140
Koarl_FC_14102022_1035,Vig,Mid neck,Dishabituation,19
Koarl_FC_14102022_1035,Eat,With kin,Habituation,88
Koarl_FC_14102022_1035,Hab,NA,Habituation,260
Koarl_FC_14102022_1035,Vig,Long neck,Habituation,93
Koarl_FC_14102022_1035,Eat,Alone,Silence_1,16
Koarl_FC_14102022_1035,Vig,Long neck,Silence_1,49
Koarl_FC_14102022_1035,Eat,With kin,Silence_3,5
Koarl_FC_14102022_1035,Mov,Away from speaker,Silence_3,63
Koarl_FRF_26102022_1049,Dhb,NA,Dishabituation,242
Koarl_FRF_26102022_1049,Eat,Alone,Habituation,18
Koarl_FRF_26102022_1049,Hab,NA,Habituation,251
Koarl_FRF_26102022_1049,Mov,Away from speaker,Habituation,31
Koarl_FRF_26102022_1049,Pre,With kin,Habituation,4
Koarl_FRF_26102022_1049,Vig,Long neck,Habituation,7
Koarl_FRF_26102022_1049,Vig,Mid neck,Habituation,39
Koarl_FRF_26102022_1049,Vig,Short Neck,Habituation,38
Koarl_FRF_26102022_1049,Eat,Alone,Silence_2,38
Koarl_FRF_26102022_1049,Mov,Towards speaker,Silence_2,21
Koarl_FRF_26102022_1049,Vig,Mid neck,Silence_2,11
Koarl_PRF_28102022_0957,Dhb,NA,Dishabituation,250
Koarl_PRF_28102022_0957,Pre,With kin,Dishabituation,44
Koarl_PRF_28102022_0957,Vig,Short Neck,Dishabituation,31
Koarl_PRF_28102022_0957,Hab,NA,Habituation,244
Koarl_PRF_28102022_0957,Vig,Short Neck,Habituation,3
Koarl_PRF_28102022_0957,Mov,Away from speaker,Silence_1,12
Koarl_PRF_28102022_0957,Vig,Long neck,Silence_1,27
Koarl_PRF_28102022_0957,Vig,Mid neck,Silence_1,9
Koarl_PRF_28102022_0957,Vig,Short Neck,Silence_1,26
Krummel_FC_15102022_1613,Dhb,NA,Dishabituation,243
Krummel_FC_15102022_1613,Hab,NA,Habituation,242
Krummel_FC_15102022_1613,Eat,With kin,Silence_1,4
Krummel_FC_15102022_1613,Mov,Away from speaker,Silence_1,3
Krummel_FC_15102022_1613,Pre,With kin,Silence_1,24
Krummel_FRF_29102022_1014,Dhb,NA,Dishabituation,243
Krummel_FRF_29102022_1014,Pre,With kin,Dishabituation,7
Krummel_FRF_29102022_1014,Rst,With kin,Dishabituation,149
Krummel_FRF_29102022_1014,Vig,Mid neck,Dishabituation,1
Krummel_FRF_29102022_1014,Vig,Short Neck,Dishabituation,8
Krummel_FRF_29102022_1014,Hab,NA,Habituation,244
Krummel_FRF_29102022_1014,Vig,Mid neck,Silence_1,5
Krummel_FRF_29102022_1014,Pre,With kin,Silence_3,25
Krummel_FRF_29102022_1014,Rst,With kin,Silence_3,23
Krummel_FRF_29102022_1014,Vig,Mid neck,Silence_3,17
Krummel_FRF_29102022_1014,Vig,Short Neck,Silence_3,5
Krummel_FRP_24102022_1027,Dhb,NA,Dishabituation,302
Krummel_FRP_24102022_1027,Mov,Away from speaker,Dishabituation,36
Krummel_FRP_24102022_1027,Pre,With kin,Dishabituation,11
Krummel_FRP_24102022_1027,Rst,With kin,Dishabituation,43
Krummel_FRP_24102022_1027,Vig,Long neck,Dishabituation,35
Krummel_FRP_24102022_1027,Vig,Mid neck,Dishabituation,86
Krummel_FRP_24102022_1027,Vig,Short Neck,Dishabituation,45
Krummel_FRP_24102022_1027,Hab,NA,Habituation,245
Krummel_FRP_24102022_1027,Pre,With kin,Habituation,40
Krummel_FRP_24102022_1027,Vig,Short Neck,Habituation,36
Krummel_FRP_24102022_1027,Mov,Away from speaker,Silence_1,96
Krummel_FRP_24102022_1027,Pre,With kin,Silence_1,10
Krummel_FRP_24102022_1027,Vig,Long neck,Silence_1,15
Krummel_FRP_24102022_1027,Vig,Mid neck,Silence_1,53
Krummel_FRP_24102022_1027,Vig,Short Neck,Silence_1,72
L'amour_FC_09112022_1028,Dhb,NA,Dishabituation,246
L'amour_FC_09112022_1028,Eat,With kin,Dishabituation,135
L'amour_FC_09112022_1028,Vig,Mid neck,Dishabituation,11
L'amour_FC_09112022_1028,Eat,With kin,Habituation,136
L'amour_FC_09112022_1028,Hab,NA,Habituation,246
L'amour_FC_09112022_1028,Mov,Away from speaker,Habituation,17
L'amour_FC_09112022_1028,Mov,Towards speaker,Habituation,3
L'amour_FC_09112022_1028,Vig,Long neck,Habituation,11
L'amour_FC_09112022_1028,Vig,Mid neck,Habituation,55
L'amour_FC_09112022_1028,Eat,With kin,Silence_1,56
L'amour_FC_09112022_1028,Vig,Mid neck,Silence_1,10
L'amour_FC_09112022_1028,Vig,Mid neck,Silence_2,5
L'amour_FC_09112022_1028,Eat,With kin,Silence_3,57
L'amour_FC_09112022_1028,Vig,Long neck,Silence_3,9
L'amour_FC_09112022_1028,Vig,Mid neck,Silence_3,3
L'amour_FRF_20112022_0955,Dhb,NA,Dishabituation,249
L'amour_FRF_20112022_0955,Mov,Away from speaker,Dishabituation,20
L'amour_FRF_20112022_0955,Pre,With kin,Dishabituation,9
L'amour_FRF_20112022_0955,Rst,With kin,Dishabituation,115
L'amour_FRF_20112022_0955,Vig,Long neck,Dishabituation,44
L'amour_FRF_20112022_0955,Vig,Mid neck,Dishabituation,5
L'amour_FRF_20112022_0955,Vig,Short Neck,Dishabituation,13
L'amour_FRF_20112022_0955,Hab,NA,Habituation,247
L'amour_FRF_20112022_0955,Pre,With kin,Habituation,97
L'amour_FRF_20112022_0955,Rst,With kin,Habituation,64
L'amour_FRF_20112022_0955,Vig,Mid neck,Habituation,9
L'amour_FRF_20112022_0955,Vig,Short Neck,Habituation,18
L'amour_FRF_20112022_0955,Pre,With kin,Silence_1,14
L'amour_FRF_20112022_0955,Rst,With kin,Silence_1,7
L'amour_FRF_20112022_0955,Vig,Mid neck,Silence_1,11
L'amour_FRF_20112022_0955,Vig,Short Neck,Silence_1,25
L'amour_FRF_20112022_0955,Pre,With kin,Silence_3,7
L'amour_PRF_11112022_0915,Dhb,NA,Dishabituation,246
L'amour_PRF_11112022_0915,Eat,With kin,Dishabituation,63
L'amour_PRF_11112022_0915,Mov,Towards speaker,Dishabituation,5
L'amour_PRF_11112022_0915,Vig,Mid neck,Dishabituation,66
L'amour_PRF_11112022_0915,Vig,Short Neck,Dishabituation,29
L'amour_PRF_11112022_0915,Hab,NA,Habituation,245
L'amour_PRF_11112022_0915,Pre,With kin,Habituation,61
L'amour_PRF_11112022_0915,Vig,Mid neck,Habituation,31
L'amour_PRF_11112022_0915,Vig,Short Neck,Habituation,17
L'amour_PRF_11112022_0915,Pre,With kin,Silence_1,11
L'amour_PRF_11112022_0915,Vig,Short Neck,Silence_1,19
L'amour_PRF_11112022_0915,Mov,Away from speaker,Silence_2,4
L'amour_PRF_11112022_0915,Pre,With kin,Silence_2,11
L'amour_PRF_11112022_0915,Vig,Long neck,Silence_2,7
L'amour_PRF_11112022_0915,Vig,Mid neck,Silence_2,13
L'amour_PRF_11112022_0915,Eat,With kin,Silence_3,30
L'amour_PRF_11112022_0915,Vig,Mid neck,Silence_3,5
Lando_FC_12112022_0911,Mov,Away from speaker,Dishabituation,43
Lando_FC_12112022_0911,Pre,Alone,Dishabituation,15
Lando_FC_12112022_0911,Rst,Alone,Dishabituation,162
Lando_FC_12112022_0911,Vig,Short Neck,Dishabituation,9
Lando_FC_12112022_0911,Mov,Away from speaker,Habituation,13
Lando_FC_12112022_0911,Pre,Alone,Habituation,129
Lando_FC_12112022_0911,Vig,Mid neck,Habituation,6
Lando_FC_12112022_0911,Vig,Short Neck,Habituation,41
Lando_FC_12112022_0911,Pre,Alone,Silence_1,50
Lando_FC_12112022_0911,Vig,Mid neck,Silence_1,15
Lando_FC_12112022_0911,Vig,Short Neck,Silence_1,3
Lando_FC_12112022_0911,Pre,Alone,Silence_2,42
Lando_FC_12112022_0911,Vig,Mid neck,Silence_2,4
Lando_FC_12112022_0911,Pre,With kin,Silence_3,8
Lando_FC_12112022_0911,Rst,With kin,Silence_3,46
Lando_FC_12112022_0911,Vig,Short Neck,Silence_3,6
Lando_FC_14102022_1049,Dhb,NA,Dishabituation,243
Lando_FC_14102022_1049,Vig,Short Neck,Dishabituation,15
Lando_FC_14102022_1049,Hab,NA,Habituation,243
Lando_FRF_24112022_1041,Dhb,NA,Dishabituation,245
Lando_FRF_24112022_1041,Mov,Away from speaker,Dishabituation,50
Lando_FRF_24112022_1041,Mov,Towards speaker,Dishabituation,30
Lando_FRF_24112022_1041,Pre,With kin,Dishabituation,13
Lando_FRF_24112022_1041,Rst,With kin,Dishabituation,12
Lando_FRF_24112022_1041,Vig,Long neck,Dishabituation,10
Lando_FRF_24112022_1041,Vig,Mid neck,Dishabituation,9
Lando_FRF_24112022_1041,Vig,Short Neck,Dishabituation,91
Lando_FRF_24112022_1041,Hab,NA,Habituation,259
Lando_FRF_24112022_1041,Rst,With kin,Habituation,160
Lando_FRF_24112022_1041,Vig,Short Neck,Habituation,2
Lando_FRF_24112022_1041,Pre,With kin,Silence_1,49
Lando_FRF_24112022_1041,Vig,Mid neck,Silence_1,29
Lando_FRF_24112022_1041,Eat,With kin,Silence_3,17
Lando_FRF_24112022_1041,Vig,Short Neck,Silence_3,23
Lando_FRF_25102022_1007,Dhb,NA,Dishabituation,245
Lando_FRF_25102022_1007,Vig,Long neck,Dishabituation,102
Lando_FRF_25102022_1007,Vig,Mid neck,Dishabituation,23
Lando_FRF_25102022_1007,Hab,NA,Habituation,244
Lando_FRF_25102022_1007,Mov,Away from speaker,Habituation,3
Lando_FRF_25102022_1007,Pre,With kin,Habituation,6
Lando_FRF_25102022_1007,Rst,With kin,Habituation,90
Lando_FRF_25102022_1007,Vig,Long neck,Habituation,6
Lando_FRF_25102022_1007,Vig,Mid neck,Habituation,46
Lando_FRF_25102022_1007,Vig,Short Neck,Habituation,77
Lando_FRF_25102022_1007,Pre,With kin,Silence_1,26
Lando_FRF_25102022_1007,Vig,Mid neck,Silence_1,3
Lando_FRF_25102022_1007,Vig,Mid neck,Silence_2,7
Lando_FRF_25102022_1007,Pre,With kin,Silence_3,24
Lando_FRF_25102022_1007,Vig,Mid neck,Silence_3,13
Lando_FRP_11112022_1013,Dhb,NA,Dishabituation,246
Lando_FRP_11112022_1013,Vig,Mid neck,Dishabituation,6
Lando_FRP_11112022_1013,Hab,NA,Habituation,250
Lando_FRP_28102022_1040,Dhb,NA,Dishabituation,254
Lando_FRP_28102022_1040,Vig,Mid neck,Dishabituation,17
Lando_FRP_28102022_1040,Hab,NA,Habituation,252
Lando_FRP_28102022_1040,Pre,With kin,Habituation,4
Lando_FRP_28102022_1040,Vig,Mid neck,Habituation,20
Lando_FRP_28102022_1040,Vig,Short Neck,Habituation,1
Lauffuss_FC_19102022_1145,Dhb,NA,Dishabituation,244
Lauffuss_FC_19102022_1145,Hab,NA,Habituation,244
Lauffuss_FC_19102022_1145,Vig,Short Neck,Habituation,2
Lauffuss_FC_19102022_1145,Pre,With kin,Silence_1,20
Lauffuss_FC_19102022_1145,Rst,With kin,Silence_1,2
Lauffuss_FC_19102022_1145,Vig,Mid neck,Silence_1,20
Lauffuss_FRF_31102022_0842,Dhb,NA,Dishabituation,246
Lauffuss_FRF_31102022_0842,Mov,Away from speaker,Dishabituation,14
Lauffuss_FRF_31102022_0842,Vig,Long neck,Dishabituation,18
Lauffuss_FRF_31102022_0842,Vig,Mid neck,Dishabituation,31
Lauffuss_FRF_31102022_0842,Hab,NA,Habituation,249
Lauffuss_FRF_31102022_0842,Mov,Away from speaker,Habituation,4
Lauffuss_FRF_31102022_0842,Pre,With kin,Habituation,14
Lauffuss_FRF_31102022_0842,Rst,With kin,Habituation,9
Lauffuss_FRF_31102022_0842,Vig,Mid neck,Habituation,49
Lauffuss_FRF_31102022_0842,Vig,Short Neck,Habituation,18
Lauffuss_FRF_31102022_0842,Pre,With kin,Silence_1,84
Lauffuss_FRF_31102022_0842,Vig,Mid neck,Silence_1,17
Laufuss_PRF_30102022_0959,Dhb,NA,Dishabituation,246
Laufuss_PRF_30102022_0959,Rst,Alone,Dishabituation,19
Laufuss_PRF_30102022_0959,Rst,With kin,Dishabituation,76
Laufuss_PRF_30102022_0959,Vig,Mid neck,Dishabituation,46
Laufuss_PRF_30102022_0959,Hab,NA,Habituation,246
Laufuss_PRF_30102022_0959,Rst,With kin,Habituation,25
Laufuss_PRF_30102022_0959,Vig,Long neck,Habituation,39
Laufuss_PRF_30102022_0959,Vig,Mid neck,Habituation,122
Laufuss_PRF_30102022_0959,Vig,Mid neck,Silence_1,38
Laufuss_PRF_30102022_0959,Rst,Alone,Silence_2,7
Laufuss_PRF_30102022_0959,Mov,Away from speaker,Silence_3,16
Laufuss_PRF_30102022_0959,Vig,Long neck,Silence_3,52
Lausbursch_FC_14112022_0901,Dhb,NA,Dishabituation,249
Lausbursch_FC_14112022_0901,Eat,Alone,Dishabituation,56
Lausbursch_FC_14112022_0901,Eat,With kin,Dishabituation,51
Lausbursch_FC_14112022_0901,Vig,Mid neck,Dishabituation,74
Lausbursch_FC_14112022_0901,Hab,NA,Habituation,248
Lausbursch_FC_14112022_0901,Mov,Towards speaker,Habituation,11
Lausbursch_FC_14112022_0901,Eat,With kin,Silence_1,43
Lausbursch_FC_14112022_0901,Mov,Away from speaker,Silence_1,5
Lausbursch_FC_14112022_0901,Vig,Mid neck,Silence_1,36
Lausbursch_FC_14112022_0901,Mov,Away from speaker,Silence_2,8
Lausbursch_FC_14112022_0901,Eat,With kin,Silence_3,75
Lausbursch_FC_14112022_0901,Vig,Mid neck,Silence_3,12
Lausbursch_FC_19102022_1021,Dhb,NA,Dishabituation,244
Lausbursch_FC_19102022_1021,Pre,With kin,Dishabituation,58
Lausbursch_FC_19102022_1021,Vig,Mid neck,Dishabituation,59
Lausbursch_FC_19102022_1021,Vig,Short Neck,Dishabituation,21
Lausbursch_FC_19102022_1021,Hab,NA,Habituation,253
Lausbursch_FC_19102022_1021,Pre,With kin,Habituation,14
Lausbursch_FC_19102022_1021,Vig,Long neck,Habituation,13
Lausbursch_FC_19102022_1021,Rst,With kin,Silence_1,25
Lausbursch_FC_19102022_1021,Vig,Short Neck,Silence_1,19
Lausbursch_FRF_20112022_0903,Dhb,NA,Dishabituation,250
Lausbursch_FRF_20112022_0903,Mov,Away from speaker,Dishabituation,6
Lausbursch_FRF_20112022_0903,Vig,Mid neck,Dishabituation,26
Lausbursch_FRF_20112022_0903,Hab,NA,Habituation,247
Lausbursch_FRF_20112022_0903,Pre,With kin,Habituation,59
Lausbursch_FRF_20112022_0903,Vig,Mid neck,Habituation,24
Lausbursch_FRF_20112022_0903,Pre,With kin,Silence_1,54
Lausbursch_FRF_20112022_0903,Vig,Mid neck,Silence_1,21
Lausbursch_FRF_23102022_1000,Dhb,NA,Dishabituation,247
Lausbursch_FRF_23102022_1000,Eat,With kin,Habituation,13
Lausbursch_FRF_23102022_1000,Hab,NA,Habituation,263
Lausbursch_FRF_23102022_1000,Mov,Away from speaker,Habituation,96
Lausbursch_FRF_23102022_1000,Mov,Towards speaker,Habituation,6
Lausbursch_FRF_23102022_1000,Pre,With kin,Habituation,22
Lausbursch_FRF_23102022_1000,Vig,Mid neck,Habituation,30
Lausbursch_FRF_23102022_1000,Vig,Short Neck,Habituation,10
Lausbursch_FRF_23102022_1000,Eat,With kin,Silence_1,22
Lausbursch_FRF_23102022_1000,Mov,Away from speaker,Silence_1,35
Lausbursch_FRF_23102022_1000,Pre,With kin,Silence_1,27
Lausbursch_FRF_23102022_1000,Vig,Long neck,Silence_1,10
Lausbursch_FRF_23102022_1000,Vig,Mid neck,Silence_1,56
Lausbursch_FRF_23102022_1000,Rst,With kin,Silence_3,78
Lausbursch_PRF_12112022_0957,Dhb,NA,Dishabituation,246
Lausbursch_PRF_12112022_0957,Eat,Alone,Habituation,73
Lausbursch_PRF_12112022_0957,Hab,NA,Habituation,247
Lausbursch_PRF_12112022_0957,Mov,Away from speaker,Habituation,49
Lausbursch_PRF_12112022_0957,Mov,Towards speaker,Habituation,6
Lausbursch_PRF_12112022_0957,Pre,Alone,Habituation,8
Lausbursch_PRF_12112022_0957,Pre,With kin,Habituation,3
Lausbursch_PRF_12112022_0957,Vig,Mid neck,Habituation,120
Lausbursch_PRF_12112022_0957,Eat,Alone,Silence_1,30
Lausbursch_PRF_12112022_0957,Vig,Mid neck,Silence_1,37
Lausbursch_PRF_12112022_0957,Vig,Short Neck,Silence_2,4
Lausbursch_PRF_17102022_0950,Dhb,NA,Dishabituation,242
Lausbursch_PRF_17102022_0950,Mov,Away from speaker,Dishabituation,21
Lausbursch_PRF_17102022_0950,Pre,With kin,Dishabituation,20
Lausbursch_PRF_17102022_0950,Rst,With kin,Dishabituation,8
Lausbursch_PRF_17102022_0950,Vig,Mid neck,Dishabituation,1
Lausbursch_PRF_17102022_0950,Hab,NA,Habituation,260
Lausbursch_PRF_17102022_0950,Pre,With kin,Habituation,45
Lausbursch_PRF_17102022_0950,Vig,Mid neck,Habituation,10
Leia_FC_06112022_0905,Dhb,NA,Dishabituation,244
Leia_FC_06112022_0905,Eat,Alone,Dishabituation,17
Leia_FC_06112022_0905,Eat,With kin,Dishabituation,55
Leia_FC_06112022_0905,Mov,Away from speaker,Dishabituation,62
Leia_FC_06112022_0905,Pre,Alone,Dishabituation,8
Leia_FC_06112022_0905,Pre,With kin,Dishabituation,20
Leia_FC_06112022_0905,Vig,Mid neck,Dishabituation,108
Leia_FC_06112022_0905,Eat,With kin,Habituation,127
Leia_FC_06112022_0905,Hab,NA,Habituation,247
Leia_FC_06112022_0905,Pre,With kin,Habituation,7
Leia_FC_06112022_0905,Vig,Short Neck,Habituation,2
Leia_FC_06112022_0905,Eat,With kin,Silence_1,44
Leia_FC_06112022_0905,Pre,With kin,Silence_1,8
Leia_FC_06112022_0905,Vig,Mid neck,Silence_1,7
Leia_FC_06112022_0905,Vig,Short Neck,Silence_1,3
Leia_FC_06112022_0905,Eat,With kin,Silence_2,9
Leia_FC_06112022_0905,Vig,Mid neck,Silence_2,3
Leia_FC_06112022_0905,Pre,With kin,Silence_3,55
Leia_FC_06112022_0905,Vig,Mid neck,Silence_3,7
Leia_FC_20102022_0940,Dhb,NA,Dishabituation,245
Leia_FC_20102022_0940,Vig,Long neck,Dishabituation,5
Leia_FC_20102022_0940,Hab,NA,Habituation,253
Leia_FC_20102022_0940,Pre,With kin,Habituation,6
Leia_FC_20102022_0940,Vig,Long neck,Habituation,18
Leia_FC_20102022_0940,Vig,Mid neck,Habituation,7
Leia_FRF_22102022_1753,Dhb,NA,Dishabituation,243
Leia_FRF_22102022_1753,Eat,With kin,Dishabituation,210
Leia_FRF_22102022_1753,Vig,Mid neck,Dishabituation,14
Leia_FRF_22102022_1753,Hab,NA,Habituation,250
Leia_FRF_22102022_1753,Eat,With kin,Silence_3,28
Leia_FRF_22102022_1753,Vig,Short Neck,Silence_3,6
Leia_FRF_24112022_1144,Dhb,NA,Dishabituation,245
Leia_FRF_24112022_1144,Hab,NA,Habituation,250
Leia_FRF_24112022_1144,Pre,With kin,Habituation,113
Leia_FRF_24112022_1144,Vig,Mid neck,Habituation,87
Leia_FRF_24112022_1144,Vig,Short Neck,Habituation,3
Leia_FRF_24112022_1144,Pre,With kin,Silence_1,54
Leia_FRF_24112022_1144,Vig,Mid neck,Silence_1,22
Leia_FRF_24112022_1144,Pre,With kin,Silence_2,24
Leia_FRF_24112022_1144,Vig,Short Neck,Silence_2,6
Leia_FRP_28102022_1026,Dhb,NA,Dishabituation,243
Leia_FRP_28102022_1026,Hab,NA,Habituation,249
Leia_FRP_28102022_1026,Pre,With kin,Habituation,32
Leia_FRP_28102022_1026,Vig,Mid neck,Habituation,31
Leia_FRP_28102022_1026,Vig,Short Neck,Habituation,10
Leia_PRF_02112022_0927,Dhb,NA,Dishabituation,245
Leia_PRF_02112022_0927,Rst,With kin,Dishabituation,80
Leia_PRF_02112022_0927,Vig,Mid neck,Dishabituation,21
Leia_PRF_02112022_0927,Hab,NA,Habituation,276
Leia_PRF_02112022_0927,Rst,With kin,Habituation,6
Leia_PRF_02112022_0927,Vig,Mid neck,Habituation,85
Leia_PRF_02112022_0927,Vig,Mid neck,Silence_1,12
Leia_PRF_02112022_0927,Rst,With kin,Silence_2,13
Lindy Hop_ FRF_22112022_0959,Dhb,NA,Dishabituation,245
Lindy Hop_ FRF_22112022_0959,Hab,NA,Habituation,247
Lindy Hop_ FRF_22112022_0959,Rst,With kin,Habituation,17
Lindy Hop_ FRF_22112022_0959,Vig,Mid neck,Habituation,10
Lindy Hop_ FRF_22112022_0959,Vig,Short Neck,Habituation,76
Lindy Hop_ FRF_22112022_0959,Rst,With kin,Silence_3,102
Lindy Hop_ FRF_22112022_0959,Vig,Short Neck,Silence_3,13
Lindy Hop_FC_11112022_0956,Dhb,NA,Dishabituation,246
Lindy Hop_FC_11112022_0956,Vig,Mid neck,Dishabituation,11
Lindy Hop_FC_11112022_0956,Hab,NA,Habituation,252
Lindy Hop_PRF_12112022_0858,Dhb,NA,Dishabituation,245
Lindy Hop_PRF_12112022_0858,Eat,With kin,Dishabituation,62
Lindy Hop_PRF_12112022_0858,Mov,Away from speaker,Dishabituation,84
Lindy Hop_PRF_12112022_0858,Mov,Towards speaker,Dishabituation,34
Lindy Hop_PRF_12112022_0858,Pre,With kin,Dishabituation,16
Lindy Hop_PRF_12112022_0858,Vig,Short Neck,Dishabituation,7
Lindy Hop_PRF_12112022_0858,Eat,Alone,Habituation,5
Lindy Hop_PRF_12112022_0858,Hab,NA,Habituation,256
Lindy Hop_PRF_12112022_0858,Mov,Away from speaker,Habituation,131
Lindy Hop_PRF_12112022_0858,Mov,Towards speaker,Habituation,11
Lindy Hop_PRF_12112022_0858,Vig,Long neck,Habituation,48
Lindy Hop_PRF_12112022_0858,Vig,Short Neck,Habituation,77
Lindy Hop_PRF_12112022_0858,Mov,Away from speaker,Silence_2,6
Lindy Hop_PRF_12112022_0858,Mov,Away from speaker,Silence_3,4
Lindy Hop_PRF_12112022_0858,Pre,With kin,Silence_3,68
Longshanks_FC_09112022_0849,Dhb,NA,Dishabituation,246
Longshanks_FC_09112022_0849,Hab,NA,Habituation,254
Longshanks_FC_09112022_0849,Vig,Long neck,Silence_2,7
Longshanks_FC_09112022_0849,Pre,With kin,Silence_3,13
Longshanks_FC_09112022_0849,Vig,Mid neck,Silence_3,12
Longshanks_FC_14102022_0958,Dhb,NA,Dishabituation,243
Longshanks_FC_14102022_0958,Eat,With kin,Dishabituation,4
Longshanks_FC_14102022_0958,Rst,With kin,Dishabituation,72
Longshanks_FC_14102022_0958,Vig,Mid neck,Dishabituation,75
Longshanks_FC_14102022_0958,Eat,With kin,Habituation,64
Longshanks_FC_14102022_0958,Hab,NA,Habituation,243
Longshanks_FC_14102022_0958,Mov,Away from speaker,Habituation,85
Longshanks_FC_14102022_0958,Vig,Long neck,Habituation,63
Longshanks_FC_14102022_0958,Vig,Mid neck,Habituation,93
Longshanks_FC_14102022_0958,Eat,With kin,Silence_1,21
Longshanks_FC_14102022_0958,Mov,Away from speaker,Silence_1,43
Longshanks_FC_14102022_0958,Vig,Long neck,Silence_1,3
Longshanks_FC_14102022_0958,Vig,Mid neck,Silence_1,60
Longshanks_FC_14102022_0958,Mov,Away from speaker,Silence_3,10
Longshanks_FC_14102022_0958,Vig,Long neck,Silence_3,12
Longshanks_FC_14102022_0958,Vig,Mid neck,Silence_3,44
Longshanks_FRF_23112022_1004,Dhb,NA,Dishabituation,245
Longshanks_FRF_23112022_1004,Hab,NA,Habituation,249
Longshanks_FRF_23112022_1004,Mov,Away from speaker,Habituation,19
Longshanks_FRF_23112022_1004,Mov,Towards speaker,Habituation,3
Longshanks_FRF_23112022_1004,Vig,Short Neck,Habituation,38
Longshanks_FRF_23112022_1004,Pre,With kin,Silence_1,2
Longshanks_FRF_23112022_1004,Rst,With kin,Silence_1,10
Longshanks_FRF_23112022_1004,Vig,Mid neck,Silence_1,78
Longshanks_FRF_31102022_0828,Dhb,NA,Dishabituation,247
Longshanks_FRF_31102022_0828,Hab,NA,Habituation,252
Longshanks_FRF_31102022_0828,Pre,With kin,Habituation,56
Longshanks_FRF_31102022_0828,Rst,With kin,Habituation,68
Longshanks_FRF_31102022_0828,Vig,Mid neck,Habituation,68
Longshanks_FRF_31102022_0828,Pre,With kin,Silence_1,42
Longshanks_FRF_31102022_0828,Vig,Mid neck,Silence_1,39
Longshanks_FRF_31102022_0828,Rst,With kin,Silence_3,53
Longshanks_FRP_14112022_0938,Dhb,NA,Dishabituation,245
Longshanks_FRP_14112022_0938,Pre,With kin,Dishabituation,6
Longshanks_FRP_14112022_0938,Vig,Short Neck,Dishabituation,7
Longshanks_FRP_14112022_0938,Hab,NA,Habituation,245
Longshanks_FRP_14112022_0938,Vig,Short Neck,Habituation,6
Longshanks_FRP_23102022_1023,Dhb,NA,Dishabituation,245
Longshanks_FRP_23102022_1023,Hab,NA,Habituation,231
Longshanks_FRP_23102022_1023,Mov,Away from speaker,Habituation,37
Longshanks_FRP_23102022_1023,Mov,Towards speaker,Habituation,10
Longshanks_FRP_23102022_1023,Pre,With kin,Habituation,8
Longshanks_FRP_23102022_1023,Rst,With kin,Habituation,193
Longshanks_FRP_23102022_1023,Vig,Long neck,Habituation,22
Longshanks_FRP_23102022_1023,Vig,Mid neck,Habituation,11
Longshanks_FRP_23102022_1023,Vig,Short Neck,Habituation,21
Longshanks_FRP_23102022_1023,Mov,Away from speaker,Silence_1,98
Longshanks_FRP_23102022_1023,Pre,With kin,Silence_1,19
Longshanks_FRP_23102022_1023,Vig,Mid neck,Silence_1,64
Longshanks_FRP_23102022_1023,Vig,Short Neck,Silence_1,3
Lotta_FC_19112022_1441,Dhb,NA,Dishabituation,236
Lotta_FC_19112022_1441,Eat,With kin,Dishabituation,136
Lotta_FC_19112022_1441,Vig,Mid neck,Dishabituation,8
Lotta_FC_19112022_1441,Mov,Away from speaker,Habituation,193
Lotta_FC_19112022_1441,Mov,Away from speaker,Silence_1,65
Lotta_FC_19112022_1441,Pre,Alone,Silence_1,60
Lotta_FC_19112022_1441,Vig,Mid neck,Silence_1,89
Lotta_FC_19112022_1441,Mov,Away from speaker,Silence_2,15
Lotta_FRF_21112022_1005,Dhb,NA,Dishabituation,245
Lotta_FRF_21112022_1005,Pre,With kin,Dishabituation,31
Lotta_FRF_21112022_1005,Vig,Mid neck,Dishabituation,19
Lotta_FRF_21112022_1005,Eat,Alone,Habituation,5
Lotta_FRF_21112022_1005,Eat,With kin,Habituation,26
Lotta_FRF_21112022_1005,Hab,NA,Habituation,245
Lotta_FRF_21112022_1005,Mov,Away from speaker,Habituation,90
Lotta_FRF_21112022_1005,Vig,Long neck,Habituation,4
Lotta_FRF_21112022_1005,Vig,Mid neck,Habituation,66
Lotta_FRF_21112022_1005,Eat,Alone,Silence_1,24
Lotta_FRF_21112022_1005,Vig,Long neck,Silence_1,23
Lotta_FRF_21112022_1005,Vig,Mid neck,Silence_1,24
Lotta_PRF_17112022_1039,Dhb,NA,Dishabituation,246
Lotta_PRF_17112022_1039,Eat,With kin,Dishabituation,147
Lotta_PRF_17112022_1039,Pre,With kin,Dishabituation,8
Lotta_PRF_17112022_1039,Vig,Mid neck,Dishabituation,29
Lotta_PRF_17112022_1039,Eat,With kin,Habituation,116
Lotta_PRF_17112022_1039,Hab,NA,Habituation,252
